PRISM Time Series Data,,,,,,
Locations: 8,,,,,,
Climate variable: ppt,,,,,,
Spatial resolution: 4km,,,,,,
Period: 1996-12-01 - 1997-02-28,,,,,,
Dataset: AN81d,,,,,,
PRISM day definition: 24 hours ending at 1200 UTC on the day shown,,,,,,
Grid Cell Interpolation: Off,,,,,,
Time series generated: 2021-Jun-03,,,,,,
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,,,,,,
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),Slide
Location 5,-122.3876,47.7968,256,2/24/1997,0,0
Location 5,-122.3876,47.7968,256,2/25/1997,0,0
Location 5,-122.3876,47.7968,256,2/26/1997,0.09,0
Location 5,-122.3876,47.7968,256,2/27/1997,0.13,0
Location 5,-122.3876,47.7968,256,2/28/1997,0,0
,,,,,,0
Location 6,-122.6172,47.6495,135,12/1/1996,0.44,0
Location 6,-122.6172,47.6495,135,12/2/1996,0.28,0
Location 6,-122.6172,47.6495,135,12/3/1996,0.16,0
Location 6,-122.6172,47.6495,135,12/4/1996,0.22,0
Location 6,-122.6172,47.6495,135,12/5/1996,0.84,0
Location 6,-122.6172,47.6495,135,12/6/1996,0.24,0
Location 6,-122.6172,47.6495,135,12/7/1996,0.44,0
Location 6,-122.6172,47.6495,135,12/8/1996,0.6,0
Location 6,-122.6172,47.6495,135,12/9/1996,0.19,0
Location 6,-122.6172,47.6495,135,12/10/1996,0.22,0
Location 6,-122.6172,47.6495,135,12/11/1996,0.27,0
Location 6,-122.6172,47.6495,135,12/12/1996,0.21,0
Location 6,-122.6172,47.6495,135,12/13/1996,0.35,0
Location 6,-122.6172,47.6495,135,12/14/1996,0.05,0
Location 6,-122.6172,47.6495,135,12/15/1996,0,0
Location 6,-122.6172,47.6495,135,12/16/1996,0.04,0
Location 6,-122.6172,47.6495,135,12/17/1996,0,0
Location 6,-122.6172,47.6495,135,12/18/1996,0,0
Location 6,-122.6172,47.6495,135,12/19/1996,0,0
Location 6,-122.6172,47.6495,135,12/20/1996,0.18,0
Location 6,-122.6172,47.6495,135,12/21/1996,0.16,0
Location 6,-122.6172,47.6495,135,12/22/1996,0.2,0
Location 6,-122.6172,47.6495,135,12/23/1996,0.17,0
Location 6,-122.6172,47.6495,135,12/24/1996,0.23,0
Location 6,-122.6172,47.6495,135,12/25/1996,0.38,0
Location 6,-122.6172,47.6495,135,12/26/1996,0.03,0
Location 6,-122.6172,47.6495,135,12/27/1996,1.13,0
Location 6,-122.6172,47.6495,135,12/28/1996,0,0
Location 6,-122.6172,47.6495,135,12/29/1996,0.85,0
Location 6,-122.6172,47.6495,135,12/30/1996,1.66,0
Location 6,-122.6172,47.6495,135,12/31/1996,0.75,0
Location 6,-122.6172,47.6495,135,1/1/1997,1.25,0
Location 6,-122.6172,47.6495,135,1/2/1997,0.99,0
Location 6,-122.6172,47.6495,135,1/3/1997,0.85,0
Location 6,-122.6172,47.6495,135,1/4/1997,0.07,0
Location 6,-122.6172,47.6495,135,1/5/1997,0.04,0
Location 6,-122.6172,47.6495,135,1/6/1997,0.08,0
Location 6,-122.6172,47.6495,135,1/7/1997,0.25,0
Location 6,-122.6172,47.6495,135,1/8/1997,0.03,0
Location 6,-122.6172,47.6495,135,1/9/1997,0.16,0
Location 6,-122.6172,47.6495,135,1/10/1997,0.05,0
Location 6,-122.6172,47.6495,135,1/11/1997,0,0
Location 6,-122.6172,47.6495,135,1/12/1997,0,0
Location 6,-122.6172,47.6495,135,1/13/1997,0,0
Location 6,-122.6172,47.6495,135,1/14/1997,0,0
Location 6,-122.6172,47.6495,135,1/15/1997,0,0
Location 6,-122.6172,47.6495,135,1/16/1997,0,0
Location 6,-122.6172,47.6495,135,1/17/1997,0.61,0
Location 6,-122.6172,47.6495,135,1/18/1997,0.65,0
Location 6,-122.6172,47.6495,135,1/19/1997,0.8,1
Location 6,-122.6172,47.6495,135,1/20/1997,0.58,0
Location 6,-122.6172,47.6495,135,1/21/1997,0.43,0
Location 6,-122.6172,47.6495,135,1/22/1997,0.12,0
Location 6,-122.6172,47.6495,135,1/23/1997,0.08,0
Location 6,-122.6172,47.6495,135,1/24/1997,0.04,0
Location 6,-122.6172,47.6495,135,1/25/1997,0,0
Location 6,-122.6172,47.6495,135,1/26/1997,0,0
Location 6,-122.6172,47.6495,135,1/27/1997,0,0
Location 6,-122.6172,47.6495,135,1/28/1997,0.55,0
Location 6,-122.6172,47.6495,135,1/29/1997,0.03,0
Location 6,-122.6172,47.6495,135,1/30/1997,0.85,0
Location 6,-122.6172,47.6495,135,1/31/1997,0.14,0
Location 6,-122.6172,47.6495,135,2/1/1997,0.23,0
Location 6,-122.6172,47.6495,135,2/2/1997,0.07,0
Location 6,-122.6172,47.6495,135,2/3/1997,0.11,0
Location 6,-122.6172,47.6495,135,2/4/1997,0,0
Location 6,-122.6172,47.6495,135,2/5/1997,0,0
Location 6,-122.6172,47.6495,135,2/6/1997,0,0
Location 6,-122.6172,47.6495,135,2/7/1997,0.17,0
Location 6,-122.6172,47.6495,135,2/8/1997,0.03,0
Location 6,-122.6172,47.6495,135,2/9/1997,0,0
Location 6,-122.6172,47.6495,135,2/10/1997,0,0
Location 6,-122.6172,47.6495,135,2/11/1997,0,0
Location 6,-122.6172,47.6495,135,2/12/1997,0.45,0
Location 6,-122.6172,47.6495,135,2/13/1997,0.05,0
Location 6,-122.6172,47.6495,135,2/14/1997,0.16,0
Location 6,-122.6172,47.6495,135,2/15/1997,0.1,0
Location 6,-122.6172,47.6495,135,2/16/1997,0,0
Location 6,-122.6172,47.6495,135,2/17/1997,0.09,0
Location 6,-122.6172,47.6495,135,2/18/1997,0.02,0
Location 6,-122.6172,47.6495,135,2/19/1997,0.32,0
Location 6,-122.6172,47.6495,135,2/20/1997,0.09,0
Location 6,-122.6172,47.6495,135,2/21/1997,0.03,0
Location 6,-122.6172,47.6495,135,2/22/1997,0,0
Location 6,-122.6172,47.6495,135,2/23/1997,0,0
Location 6,-122.6172,47.6495,135,2/24/1997,0,0
Location 6,-122.6172,47.6495,135,2/25/1997,0,0
Location 6,-122.6172,47.6495,135,2/26/1997,0.03,0
Location 6,-122.6172,47.6495,135,2/27/1997,0.11,0
Location 6,-122.6172,47.6495,135,2/28/1997,0,0
,,,,,,0
Location 7,-122.5337,47.4296,85,12/1/1996,0.49,0
Location 7,-122.5337,47.4296,85,12/2/1996,0.1,0
Location 7,-122.5337,47.4296,85,12/3/1996,0.16,0
Location 7,-122.5337,47.4296,85,12/4/1996,0.11,0
Location 7,-122.5337,47.4296,85,12/5/1996,1.18,0
Location 7,-122.5337,47.4296,85,12/6/1996,0.29,0
Location 7,-122.5337,47.4296,85,12/7/1996,0.55,0
Location 7,-122.5337,47.4296,85,12/8/1996,0.72,0
Location 7,-122.5337,47.4296,85,12/9/1996,0.25,0
Location 7,-122.5337,47.4296,85,12/10/1996,0.2,0
Location 7,-122.5337,47.4296,85,12/11/1996,0.39,0
Location 7,-122.5337,47.4296,85,12/12/1996,0.32,0
Location 7,-122.5337,47.4296,85,12/13/1996,0.31,0
Location 7,-122.5337,47.4296,85,12/14/1996,0.09,0
Location 7,-122.5337,47.4296,85,12/15/1996,0,0
Location 7,-122.5337,47.4296,85,12/16/1996,0.05,0
Location 7,-122.5337,47.4296,85,12/17/1996,0,0
Location 7,-122.5337,47.4296,85,12/18/1996,0,0
Location 7,-122.5337,47.4296,85,12/19/1996,0,0
Location 7,-122.5337,47.4296,85,12/20/1996,0.19,0
Location 7,-122.5337,47.4296,85,12/21/1996,0.19,0
Location 7,-122.5337,47.4296,85,12/22/1996,0.17,0
Location 7,-122.5337,47.4296,85,12/23/1996,0.22,0
Location 7,-122.5337,47.4296,85,12/24/1996,0.24,0
Location 7,-122.5337,47.4296,85,12/25/1996,0.64,0
Location 7,-122.5337,47.4296,85,12/26/1996,0.09,0
Location 7,-122.5337,47.4296,85,12/27/1996,1.51,0
Location 7,-122.5337,47.4296,85,12/28/1996,0,0
Location 7,-122.5337,47.4296,85,12/29/1996,0.8,0
Location 7,-122.5337,47.4296,85,12/30/1996,1.71,0
Location 7,-122.5337,47.4296,85,12/31/1996,0.83,0
Location 7,-122.5337,47.4296,85,1/1/1997,1.4,0
Location 7,-122.5337,47.4296,85,1/2/1997,1.16,0
Location 7,-122.5337,47.4296,85,1/3/1997,1.07,0
Location 7,-122.5337,47.4296,85,1/4/1997,0.08,0
Location 7,-122.5337,47.4296,85,1/5/1997,0.03,0
Location 7,-122.5337,47.4296,85,1/6/1997,0,0
Location 7,-122.5337,47.4296,85,1/7/1997,0.13,0
Location 7,-122.5337,47.4296,85,1/8/1997,0,0
Location 7,-122.5337,47.4296,85,1/9/1997,0.26,0
Location 7,-122.5337,47.4296,85,1/10/1997,0.07,0
Location 7,-122.5337,47.4296,85,1/11/1997,0,0
Location 7,-122.5337,47.4296,85,1/12/1997,0,0
Location 7,-122.5337,47.4296,85,1/13/1997,0,0
Location 7,-122.5337,47.4296,85,1/14/1997,0,0
Location 7,-122.5337,47.4296,85,1/15/1997,0,0
Location 7,-122.5337,47.4296,85,1/16/1997,0,0
Location 7,-122.5337,47.4296,85,1/17/1997,0.75,0
Location 7,-122.5337,47.4296,85,1/18/1997,0.78,0
Location 7,-122.5337,47.4296,85,1/19/1997,0.62,1
Location 7,-122.5337,47.4296,85,1/20/1997,0.65,0
Location 7,-122.5337,47.4296,85,1/21/1997,0.53,0
Location 7,-122.5337,47.4296,85,1/22/1997,0.09,0
Location 7,-122.5337,47.4296,85,1/23/1997,0.04,0
Location 7,-122.5337,47.4296,85,1/24/1997,0,0
Location 7,-122.5337,47.4296,85,1/25/1997,0,0
Location 7,-122.5337,47.4296,85,1/26/1997,0,0
Location 7,-122.5337,47.4296,85,1/27/1997,0,0
Location 7,-122.5337,47.4296,85,1/28/1997,0.68,0
Location 7,-122.5337,47.4296,85,1/29/1997,0.02,0
Location 7,-122.5337,47.4296,85,1/30/1997,1.01,0
Location 7,-122.5337,47.4296,85,1/31/1997,0.12,0
Location 7,-122.5337,47.4296,85,2/1/1997,0.28,0
Location 7,-122.5337,47.4296,85,2/2/1997,0.02,0
Location 7,-122.5337,47.4296,85,2/3/1997,0.12,0
Location 7,-122.5337,47.4296,85,2/4/1997,0,0
Location 7,-122.5337,47.4296,85,2/5/1997,0,0
Location 7,-122.5337,47.4296,85,2/6/1997,0,0
Location 7,-122.5337,47.4296,85,2/7/1997,0.15,0
Location 7,-122.5337,47.4296,85,2/8/1997,0.07,0
Location 7,-122.5337,47.4296,85,2/9/1997,0,0
Location 7,-122.5337,47.4296,85,2/10/1997,0,0
Location 7,-122.5337,47.4296,85,2/11/1997,0,0
Location 7,-122.5337,47.4296,85,2/12/1997,0.63,0
Location 7,-122.5337,47.4296,85,2/13/1997,0,0
Location 7,-122.5337,47.4296,85,2/14/1997,0.22,0
Location 7,-122.5337,47.4296,85,2/15/1997,0.08,0
Location 7,-122.5337,47.4296,85,2/16/1997,0,0
Location 7,-122.5337,47.4296,85,2/17/1997,0.1,0
Location 7,-122.5337,47.4296,85,2/18/1997,0,0
Location 7,-122.5337,47.4296,85,2/19/1997,0.66,0
Location 7,-122.5337,47.4296,85,2/20/1997,0.18,0
Location 7,-122.5337,47.4296,85,2/21/1997,0.01,0
Location 7,-122.5337,47.4296,85,2/22/1997,0,0
Location 7,-122.5337,47.4296,85,2/23/1997,0,0
Location 7,-122.5337,47.4296,85,2/24/1997,0,0
Location 7,-122.5337,47.4296,85,2/25/1997,0,0
Location 7,-122.5337,47.4296,85,2/26/1997,0,0
Location 7,-122.5337,47.4296,85,2/27/1997,0.03,0
Location 7,-122.5337,47.4296,85,2/28/1997,0,0
,,,,,,0
Location 8,-122.6278,47.7888,331,12/1/1996,0.35,0
Location 8,-122.6278,47.7888,331,12/2/1996,0.24,0
Location 8,-122.6278,47.7888,331,12/3/1996,0.28,0
Location 8,-122.6278,47.7888,331,12/4/1996,0.16,0
Location 8,-122.6278,47.7888,331,12/5/1996,0.74,0
Location 8,-122.6278,47.7888,331,12/6/1996,0.18,0
Location 8,-122.6278,47.7888,331,12/7/1996,0.35,0
Location 8,-122.6278,47.7888,331,12/8/1996,0.55,0
Location 8,-122.6278,47.7888,331,12/9/1996,0.19,0
Location 8,-122.6278,47.7888,331,12/10/1996,0.2,0
Location 8,-122.6278,47.7888,331,12/11/1996,0.27,0
Location 8,-122.6278,47.7888,331,12/12/1996,0.17,0
Location 8,-122.6278,47.7888,331,12/13/1996,0.26,0
Location 8,-122.6278,47.7888,331,12/14/1996,0.09,0
Location 8,-122.6278,47.7888,331,12/15/1996,0.01,0
Location 8,-122.6278,47.7888,331,12/16/1996,0.07,0
Location 8,-122.6278,47.7888,331,12/17/1996,0,0
Location 8,-122.6278,47.7888,331,12/18/1996,0,0
Location 8,-122.6278,47.7888,331,12/19/1996,0,0
Location 8,-122.6278,47.7888,331,12/20/1996,0.2,0
Location 8,-122.6278,47.7888,331,12/21/1996,0.18,0
Location 8,-122.6278,47.7888,331,12/22/1996,0.27,0
Location 8,-122.6278,47.7888,331,12/23/1996,0.17,0
Location 8,-122.6278,47.7888,331,12/24/1996,0.22,0
Location 8,-122.6278,47.7888,331,12/25/1996,0.32,0
Location 8,-122.6278,47.7888,331,12/26/1996,0.05,0
Location 8,-122.6278,47.7888,331,12/27/1996,0.95,0
Location 8,-122.6278,47.7888,331,12/28/1996,0.04,0
Location 8,-122.6278,47.7888,331,12/29/1996,0.85,0
Location 8,-122.6278,47.7888,331,12/30/1996,1.58,0
Location 8,-122.6278,47.7888,331,12/31/1996,0.68,0
Location 8,-122.6278,47.7888,331,1/1/1997,1.08,0
Location 8,-122.6278,47.7888,331,1/2/1997,0.87,0
Location 8,-122.6278,47.7888,331,1/3/1997,0.73,0
Location 8,-122.6278,47.7888,331,1/4/1997,0.04,0
Location 8,-122.6278,47.7888,331,1/5/1997,0.03,0
Location 8,-122.6278,47.7888,331,1/6/1997,0.08,0
Location 8,-122.6278,47.7888,331,1/7/1997,0.3,0
Location 8,-122.6278,47.7888,331,1/8/1997,0.08,0
Location 8,-122.6278,47.7888,331,1/9/1997,0.12,0
Location 8,-122.6278,47.7888,331,1/10/1997,0.04,0
Location 8,-122.6278,47.7888,331,1/11/1997,0.01,0
Location 8,-122.6278,47.7888,331,1/12/1997,0,0
Location 8,-122.6278,47.7888,331,1/13/1997,0,0
Location 8,-122.6278,47.7888,331,1/14/1997,0,0
Location 8,-122.6278,47.7888,331,1/15/1997,0,0
Location 8,-122.6278,47.7888,331,1/16/1997,0,0
Location 8,-122.6278,47.7888,331,1/17/1997,0.48,0
Location 8,-122.6278,47.7888,331,1/18/1997,0.55,0
Location 8,-122.6278,47.7888,331,1/19/1997,0.86,1
Location 8,-122.6278,47.7888,331,1/20/1997,0.49,0
Location 8,-122.6278,47.7888,331,1/21/1997,0.37,0
Location 8,-122.6278,47.7888,331,1/22/1997,0.13,0
Location 8,-122.6278,47.7888,331,1/23/1997,0.09,0
Location 8,-122.6278,47.7888,331,1/24/1997,0.06,0
Location 8,-122.6278,47.7888,331,1/25/1997,0,0
Location 8,-122.6278,47.7888,331,1/26/1997,0,0
Location 8,-122.6278,47.7888,331,1/27/1997,0,0
Location 8,-122.6278,47.7888,331,1/28/1997,0.44,0
Location 8,-122.6278,47.7888,331,1/29/1997,0.04,0
Location 8,-122.6278,47.7888,331,1/30/1997,0.65,0
Location 8,-122.6278,47.7888,331,1/31/1997,0.16,0
Location 8,-122.6278,47.7888,331,2/1/1997,0.27,0
Location 8,-122.6278,47.7888,331,2/2/1997,0.09,0
Location 8,-122.6278,47.7888,331,2/3/1997,0.08,0
Location 8,-122.6278,47.7888,331,2/4/1997,0,0
Location 8,-122.6278,47.7888,331,2/5/1997,0,0
Location 8,-122.6278,47.7888,331,2/6/1997,0,0
Location 8,-122.6278,47.7888,331,2/7/1997,0.15,0
Location 8,-122.6278,47.7888,331,2/8/1997,0.03,0
Location 8,-122.6278,47.7888,331,2/9/1997,0,0
Location 8,-122.6278,47.7888,331,2/10/1997,0,0
Location 8,-122.6278,47.7888,331,2/11/1997,0,0
Location 8,-122.6278,47.7888,331,2/12/1997,0.4,0
Location 8,-122.6278,47.7888,331,2/13/1997,0.11,0
Location 8,-122.6278,47.7888,331,2/14/1997,0.19,0
Location 8,-122.6278,47.7888,331,2/15/1997,0.21,0
Location 8,-122.6278,47.7888,331,2/16/1997,0,0
Location 8,-122.6278,47.7888,331,2/17/1997,0.1,0
Location 8,-122.6278,47.7888,331,2/18/1997,0.06,0
Location 8,-122.6278,47.7888,331,2/19/1997,0.35,0
Location 8,-122.6278,47.7888,331,2/20/1997,0.14,0
Location 8,-122.6278,47.7888,331,2/21/1997,0.01,0
Location 8,-122.6278,47.7888,331,2/22/1997,0,0
Location 8,-122.6278,47.7888,331,2/23/1997,0,0
Location 8,-122.6278,47.7888,331,2/24/1997,0,0
Location 8,-122.6278,47.7888,331,2/25/1997,0,0
Location 8,-122.6278,47.7888,331,2/26/1997,0.05,0
Location 8,-122.6278,47.7888,331,2/27/1997,0.11,0
Location 8,-122.6278,47.7888,331,2/28/1997,0,0
